               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.018596,            0.012689,           0.0011756,             0.73961,             0.78107,               0.786,              0.4062,            0.044325,            0.013379,            0.025721,           0.0055874,           0.0055874,           0.0055874
                 158,            0.019486,            0.013103,           0.0015717,             0.76637,              0.7705,             0.80129,             0.41522,            0.043067,            0.013475,            0.023403,           0.0055591,           0.0055591,           0.0055591
                 159,             0.01864,            0.013404,           0.0022389,             0.73613,             0.80539,             0.78669,             0.41637,            0.043044,            0.012988,             0.02599,           0.0055309,           0.0055309,           0.0055309
                 160,            0.019693,            0.014029,           0.0017517,             0.75096,             0.77726,             0.76732,             0.40988,            0.043344,            0.013143,            0.025215,           0.0055026,           0.0055026,           0.0055026
                 161,            0.018369,            0.012279,           0.0013473,             0.79613,             0.70809,             0.76425,             0.38149,             0.04218,            0.013695,            0.026348,           0.0054743,           0.0054743,           0.0054743
                 162,            0.019091,            0.012732,           0.0013039,             0.76801,             0.78419,             0.79029,             0.39315,            0.042142,            0.014278,            0.024391,            0.005446,            0.005446,            0.005446
                 163,            0.018634,            0.012721,           0.0013961,             0.76953,             0.79078,             0.78572,             0.40697,            0.040933,            0.014284,            0.025952,           0.0054177,           0.0054177,           0.0054177
                 164,            0.018934,            0.013086,            0.002455,             0.83272,             0.74407,             0.79521,             0.42255,            0.042301,            0.014285,             0.02355,           0.0053894,           0.0053894,           0.0053894
                 165,            0.019066,            0.012105,           0.0020518,             0.75567,             0.81457,             0.79868,             0.42917,            0.042732,            0.014398,            0.022963,           0.0053611,           0.0053611,           0.0053611
                 166,            0.018557,            0.012469,            0.002059,             0.78463,             0.79583,             0.80379,             0.42693,            0.042942,            0.014435,            0.024335,           0.0053329,           0.0053329,           0.0053329
                 167,            0.018081,             0.01235,           0.0018005,             0.74647,             0.83431,             0.78915,             0.41661,            0.043144,            0.014484,            0.023049,           0.0053046,           0.0053046,           0.0053046
                 168,            0.018951,             0.01331,           0.0016087,              0.7634,             0.79323,             0.79004,             0.40265,             0.04412,               0.014,            0.024051,           0.0052763,           0.0052763,           0.0052763
                 169,            0.019006,            0.013663,           0.0017251,             0.78175,             0.77509,             0.80139,             0.41251,            0.043232,            0.013441,            0.024904,            0.005248,            0.005248,            0.005248
                 170,             0.01877,            0.011694,          0.00098437,             0.77993,             0.76079,             0.77862,             0.41259,            0.044265,            0.013926,            0.022093,           0.0052197,           0.0052197,           0.0052197
                 171,            0.019389,            0.012995,            0.002497,             0.79149,             0.76453,              0.7896,             0.40403,            0.043837,            0.013894,            0.023065,           0.0051914,           0.0051914,           0.0051914
                 172,              0.0179,            0.012202,           0.0017635,             0.78533,             0.75716,             0.80167,             0.41166,            0.044468,            0.013826,            0.021925,           0.0051631,           0.0051631,           0.0051631
                 173,             0.01819,            0.012952,           0.0016363,             0.75881,             0.74965,             0.76746,             0.38368,            0.045223,            0.014779,            0.026544,           0.0051349,           0.0051349,           0.0051349
                 174,            0.017755,            0.012905,           0.0013935,             0.74686,             0.79462,             0.77962,               0.389,            0.045205,            0.014957,            0.027711,           0.0051066,           0.0051066,           0.0051066
                 175,            0.018369,            0.011145,            0.001624,             0.82229,             0.76064,             0.79679,             0.39876,            0.044591,            0.014737,            0.025041,           0.0050783,           0.0050783,           0.0050783
                 176,            0.018398,            0.013546,           0.0011846,             0.79795,             0.76826,             0.79835,             0.40239,            0.045474,            0.014914,            0.024387,             0.00505,             0.00505,             0.00505
                 177,            0.019241,            0.012029,           0.0018017,             0.77277,              0.7868,             0.77669,             0.41527,            0.044608,             0.01457,            0.023569,           0.0050217,           0.0050217,           0.0050217
                 178,            0.017921,            0.012472,           0.0016891,             0.75251,             0.79024,              0.7719,             0.41269,            0.042754,            0.014133,            0.022503,           0.0049934,           0.0049934,           0.0049934
                 179,            0.017852,            0.012286,           0.0013415,             0.78984,             0.78188,             0.79869,             0.42739,            0.043153,            0.014297,             0.02176,           0.0049651,           0.0049651,           0.0049651
                 180,            0.017858,            0.011542,           0.0011023,             0.79675,             0.75375,             0.79584,             0.41759,            0.042055,            0.014421,            0.021791,           0.0049369,           0.0049369,           0.0049369
                 181,            0.017754,             0.01233,           0.0015378,             0.78971,             0.77776,             0.79056,             0.40716,            0.042319,            0.014537,            0.022717,           0.0049086,           0.0049086,           0.0049086
                 182,            0.018283,            0.012499,           0.0013958,             0.79473,             0.78565,              0.7887,             0.40778,            0.042424,            0.014588,            0.023313,           0.0048803,           0.0048803,           0.0048803
                 183,            0.017819,            0.012454,           0.0015926,              0.7515,             0.79152,             0.78836,             0.40844,            0.043262,             0.01479,             0.02259,            0.004852,            0.004852,            0.004852
                 184,            0.017115,            0.012334,           0.0014401,              0.7753,             0.74745,             0.77339,             0.41101,            0.044214,            0.014753,            0.023364,           0.0048237,           0.0048237,           0.0048237
                 185,            0.017524,             0.01135,           0.0017158,             0.80151,             0.75001,             0.77601,              0.4068,            0.044508,            0.015102,            0.023677,           0.0047954,           0.0047954,           0.0047954
                 186,            0.017097,            0.011457,           0.0014864,             0.81208,             0.74458,             0.79872,             0.43168,             0.04358,             0.01514,               0.024,           0.0047671,           0.0047671,           0.0047671
                 187,            0.016286,            0.011363,           0.0012489,             0.83826,             0.71567,             0.79105,              0.4276,            0.044183,            0.015086,            0.025044,           0.0047389,           0.0047389,           0.0047389
                 188,            0.016837,            0.012315,           0.0010444,             0.81251,             0.73058,             0.79914,             0.41995,            0.043901,            0.015036,            0.024803,           0.0047106,           0.0047106,           0.0047106
                 189,            0.017262,            0.011511,           0.0013745,             0.74422,             0.79733,             0.80453,             0.41323,            0.042959,            0.015189,             0.02363,           0.0046823,           0.0046823,           0.0046823
                 190,            0.017268,            0.011955,           0.0016176,             0.84025,             0.70453,             0.80178,             0.42095,            0.043483,            0.015204,            0.023886,            0.004654,            0.004654,            0.004654
                 191,            0.016998,            0.011742,            0.001215,             0.79457,             0.75867,             0.79489,             0.42046,            0.042978,            0.015158,            0.024648,           0.0046257,           0.0046257,           0.0046257
                 192,            0.016897,            0.011415,          0.00099002,             0.80474,             0.78526,             0.79028,              0.4129,            0.044587,             0.01501,            0.022805,           0.0045974,           0.0045974,           0.0045974
                 193,             0.01678,            0.012778,           0.0012325,             0.77893,             0.75674,             0.78779,             0.43461,            0.043734,            0.015239,             0.02255,           0.0045691,           0.0045691,           0.0045691
                 194,            0.016948,            0.011375,          0.00090255,             0.84558,             0.72873,             0.81098,              0.4384,             0.04358,            0.014841,            0.025223,           0.0045409,           0.0045409,           0.0045409
                 195,            0.016855,            0.011337,           0.0015655,             0.77113,             0.72943,             0.76861,              0.4172,            0.045556,            0.015014,            0.027821,           0.0045126,           0.0045126,           0.0045126
                 196,            0.016816,            0.011227,           0.0015927,              0.7707,             0.77648,             0.78827,             0.43766,            0.044999,            0.015114,            0.027652,           0.0044843,           0.0044843,           0.0044843
                 197,            0.016099,            0.011553,           0.0013801,             0.82093,             0.73839,             0.79963,             0.44039,            0.045507,            0.014687,            0.027491,            0.004456,            0.004456,            0.004456
                 198,            0.016947,            0.011317,           0.0012289,             0.81663,             0.74251,             0.80286,              0.4325,            0.044528,            0.014878,            0.025548,           0.0044277,           0.0044277,           0.0044277
                 199,            0.015622,              0.0118,           0.0011427,             0.76087,             0.78216,             0.79248,             0.42557,            0.043517,            0.014968,            0.025272,           0.0043994,           0.0043994,           0.0043994
                 200,            0.016987,            0.012005,           0.0011328,             0.75432,             0.76133,             0.78691,             0.42104,            0.044624,            0.015374,            0.024686,           0.0043711,           0.0043711,           0.0043711
                 201,            0.015799,            0.011577,           0.0013496,             0.73234,             0.80379,             0.79179,             0.41974,            0.044897,            0.015538,            0.025717,           0.0043429,           0.0043429,           0.0043429
                 202,            0.016413,            0.011212,          0.00094072,             0.74666,             0.81137,             0.79916,             0.41699,            0.043845,            0.015258,            0.026876,           0.0043146,           0.0043146,           0.0043146
                 203,            0.016269,            0.011273,           0.0012925,              0.7949,             0.78297,             0.78573,             0.41166,            0.044122,             0.01518,            0.025757,           0.0042863,           0.0042863,           0.0042863
                 204,            0.016248,            0.012517,            0.001435,             0.80793,             0.74283,             0.79338,             0.43617,            0.043566,             0.01483,            0.025314,            0.004258,            0.004258,            0.004258
                 205,            0.015857,            0.012104,           0.0013455,             0.74245,             0.76154,             0.78156,             0.41952,            0.044984,            0.014971,            0.025127,           0.0042297,           0.0042297,           0.0042297
                 206,            0.015952,            0.011521,           0.0013937,             0.84234,             0.75125,             0.79535,             0.42674,            0.044828,            0.014856,            0.026198,           0.0042014,           0.0042014,           0.0042014
                 207,             0.01592,            0.011384,            0.001192,             0.83705,             0.74458,             0.81108,               0.433,             0.04468,             0.01484,            0.026291,           0.0041731,           0.0041731,           0.0041731
                 208,            0.016027,            0.011447,           0.0010214,             0.80121,             0.77009,             0.80508,             0.42281,            0.045408,            0.015026,            0.024317,           0.0041449,           0.0041449,           0.0041449
                 209,            0.015504,            0.012419,           0.0011174,             0.76077,             0.79912,             0.78912,             0.41474,            0.044908,            0.015323,            0.025994,           0.0041166,           0.0041166,           0.0041166
                 210,             0.01612,            0.011357,           0.0014954,             0.75015,             0.78253,             0.77545,             0.40438,            0.043867,            0.015363,            0.028539,           0.0040883,           0.0040883,           0.0040883
                 211,            0.016174,             0.01105,           0.0020898,             0.76069,             0.75768,              0.7738,             0.39925,            0.043961,            0.015614,            0.026198,             0.00406,             0.00406,             0.00406
                 212,            0.015502,            0.010418,           0.0016718,             0.76667,              0.7386,             0.76621,             0.39239,            0.043386,            0.015763,             0.02687,           0.0040317,           0.0040317,           0.0040317
                 213,            0.015621,            0.010984,          0.00099725,             0.79323,             0.72783,             0.76938,             0.39951,            0.043566,            0.015373,            0.027127,           0.0040034,           0.0040034,           0.0040034
                 214,            0.016415,            0.011517,           0.0016664,             0.82315,             0.72783,             0.78183,             0.39927,            0.043527,            0.014871,            0.027338,           0.0039751,           0.0039751,           0.0039751
                 215,            0.016446,            0.012287,           0.0010756,               0.803,             0.76592,             0.79854,             0.41528,            0.044772,            0.014768,            0.026211,           0.0039469,           0.0039469,           0.0039469
                 216,            0.015578,            0.011217,          0.00092402,             0.82655,             0.76592,             0.81345,             0.42802,            0.043769,            0.014594,            0.026507,           0.0039186,           0.0039186,           0.0039186
                 217,            0.014717,            0.010937,           0.0010027,             0.77004,             0.76133,             0.80345,              0.4215,            0.043948,            0.014723,            0.027892,           0.0038903,           0.0038903,           0.0038903
                 218,            0.015191,            0.011332,           0.0010246,             0.74985,             0.76432,             0.78757,             0.42354,            0.044156,            0.014726,            0.027055,            0.003862,            0.003862,            0.003862
                 219,            0.014358,            0.010982,          0.00082272,             0.74223,             0.77484,             0.79585,             0.42537,            0.042975,            0.014357,            0.028011,           0.0038337,           0.0038337,           0.0038337
                 220,            0.015757,            0.011344,           0.0012145,             0.76116,             0.74359,             0.78947,             0.43385,            0.043092,            0.014475,            0.030213,           0.0038054,           0.0038054,           0.0038054
                 221,            0.014643,            0.010436,           0.0013086,             0.79219,             0.74597,             0.81004,             0.43589,            0.043184,            0.014386,             0.02943,           0.0037771,           0.0037771,           0.0037771
                 222,            0.015509,            0.010633,           0.0013911,             0.79861,              0.7651,             0.81314,             0.43612,            0.043689,            0.014606,            0.027959,           0.0037489,           0.0037489,           0.0037489
                 223,            0.015268,            0.011434,           0.0011352,             0.82457,             0.74778,             0.79914,             0.43514,            0.043828,            0.015133,            0.028244,           0.0037206,           0.0037206,           0.0037206
                 224,            0.015483,             0.01097,          0.00098079,             0.78733,             0.77015,             0.78147,             0.43048,             0.04373,            0.015255,            0.028649,           0.0036923,           0.0036923,           0.0036923
                 225,            0.014629,            0.010574,           0.0010935,             0.86559,             0.73103,             0.79731,             0.42799,            0.044316,            0.015135,            0.027726,            0.003664,            0.003664,            0.003664
                 226,             0.01455,            0.011494,          0.00086536,             0.83016,             0.75412,             0.78913,              0.4129,            0.044483,            0.015412,            0.028344,           0.0036357,           0.0036357,           0.0036357
                 227,            0.014978,            0.010688,           0.0013227,             0.80587,             0.75456,             0.79313,             0.42221,            0.044372,            0.015425,            0.029231,           0.0036074,           0.0036074,           0.0036074
                 228,            0.014286,            0.010623,           0.0010196,             0.83358,             0.72783,             0.80337,             0.41248,            0.044071,            0.015668,             0.02752,           0.0035791,           0.0035791,           0.0035791
                 229,            0.015289,              0.0121,            0.001278,             0.80793,              0.7562,             0.79743,             0.41219,            0.044705,            0.015876,            0.024919,           0.0035509,           0.0035509,           0.0035509
                 230,            0.016105,            0.010582,           0.0018314,             0.81696,             0.77509,             0.80418,             0.42708,            0.044102,            0.015849,            0.024681,           0.0035226,           0.0035226,           0.0035226
                 231,            0.013936,            0.011358,          0.00081424,             0.83626,             0.76236,             0.81707,                0.43,            0.043477,            0.015302,            0.024761,           0.0034943,           0.0034943,           0.0034943
                 232,            0.014437,            0.010194,           0.0010029,             0.87054,             0.72471,             0.82528,             0.43957,            0.044136,            0.015323,            0.023786,            0.003466,            0.003466,            0.003466
                 233,             0.01496,            0.010715,           0.0012021,             0.84685,             0.74778,              0.8303,             0.44606,            0.043966,            0.015194,            0.022916,           0.0034377,           0.0034377,           0.0034377
                 234,            0.014374,            0.011133,          0.00091866,             0.83046,             0.75997,             0.82402,              0.4477,            0.044615,            0.015294,            0.022638,           0.0034094,           0.0034094,           0.0034094
                 235,            0.013498,            0.010603,           0.0010275,             0.83169,             0.76664,             0.82961,             0.44139,            0.044037,             0.01553,            0.022296,           0.0033811,           0.0033811,           0.0033811
                 236,            0.013734,            0.010538,          0.00074907,             0.77143,             0.81273,             0.83258,             0.43644,            0.044775,            0.015544,            0.022776,           0.0033529,           0.0033529,           0.0033529
                 237,            0.014294,            0.010582,           0.0012978,             0.77675,             0.79781,             0.82933,             0.44144,            0.044396,            0.015694,            0.023856,           0.0033246,           0.0033246,           0.0033246
                 238,             0.01396,           0.0099789,          0.00068005,             0.83629,             0.74028,               0.827,             0.43051,             0.04353,            0.015422,            0.024683,           0.0032963,           0.0032963,           0.0032963
                 239,            0.014924,           0.0099654,          0.00071945,             0.77028,             0.80414,             0.83016,             0.43959,            0.044956,            0.015348,            0.024452,            0.003268,            0.003268,            0.003268
                 240,            0.014223,            0.011318,           0.0011921,             0.77125,             0.80967,             0.82897,             0.43493,            0.044851,            0.015862,            0.023251,           0.0032397,           0.0032397,           0.0032397
                 241,            0.014351,           0.0098657,          0.00090768,              0.8149,              0.7553,             0.82422,             0.42582,            0.044382,            0.016062,            0.024046,           0.0032114,           0.0032114,           0.0032114
                 242,             0.01383,            0.011164,          0.00094554,             0.76607,             0.77644,             0.81624,             0.42367,            0.044214,            0.016043,            0.025582,           0.0031831,           0.0031831,           0.0031831
                 243,            0.014011,            0.010247,           0.0011405,             0.76935,              0.7689,             0.80671,             0.41852,            0.045195,             0.01641,            0.024974,           0.0031549,           0.0031549,           0.0031549
                 244,            0.014455,           0.0099569,           0.0012494,              0.7396,             0.79037,             0.80371,             0.41674,            0.045995,             0.01629,            0.023426,           0.0031266,           0.0031266,           0.0031266
                 245,             0.01434,            0.010037,            0.001545,             0.74955,             0.78534,             0.80492,             0.41897,            0.046031,             0.01613,            0.025275,           0.0030983,           0.0030983,           0.0030983
                 246,            0.013348,            0.010487,          0.00085183,             0.84493,             0.71108,             0.80579,             0.42665,             0.04529,            0.016378,            0.025445,             0.00307,             0.00307,             0.00307
                 247,            0.013406,           0.0091805,          0.00082439,             0.84289,             0.72324,              0.8059,             0.42852,            0.045334,            0.016687,            0.025944,           0.0030417,           0.0030417,           0.0030417
                 248,            0.014132,            0.010247,           0.0012403,             0.84092,             0.71407,              0.8008,             0.42327,            0.044006,            0.016583,            0.027302,           0.0030134,           0.0030134,           0.0030134
                 249,             0.01317,           0.0097924,          0.00094503,             0.82885,             0.72324,             0.79992,             0.41203,            0.043564,            0.016651,            0.027454,           0.0029851,           0.0029851,           0.0029851
                 250,            0.013229,           0.0089109,          0.00092675,             0.78752,             0.74204,             0.80014,             0.40749,            0.043646,            0.016298,            0.027422,           0.0029569,           0.0029569,           0.0029569
                 251,            0.013003,           0.0099911,          0.00083611,             0.79829,             0.75329,             0.80786,             0.42099,             0.04398,            0.016165,            0.026586,           0.0029286,           0.0029286,           0.0029286
                 252,            0.013592,           0.0098641,          0.00076315,             0.76354,             0.77184,             0.79117,             0.42213,            0.045513,            0.016306,            0.025813,           0.0029003,           0.0029003,           0.0029003
                 253,            0.013858,            0.010274,          0.00067503,             0.75417,             0.78725,             0.80538,             0.43037,            0.044448,            0.016186,            0.029298,            0.002872,            0.002872,            0.002872
                 254,            0.014135,            0.010368,           0.0012335,              0.7749,             0.77221,             0.80729,             0.43153,            0.044468,            0.016182,            0.029452,           0.0028437,           0.0028437,           0.0028437
                 255,            0.013321,           0.0097084,          0.00093967,             0.77632,             0.76294,             0.81664,             0.43004,            0.044574,             0.01619,            0.028061,           0.0028154,           0.0028154,           0.0028154
                 256,            0.013581,            0.010596,           0.0013856,             0.81462,             0.71915,             0.80155,             0.41531,            0.045232,            0.016505,            0.027762,           0.0027871,           0.0027871,           0.0027871
                 257,            0.013489,           0.0096374,           0.0010574,             0.76495,             0.77037,             0.79671,             0.41381,            0.044726,            0.016387,            0.028687,           0.0027589,           0.0027589,           0.0027589
                 258,            0.013351,            0.010593,           0.0009091,               0.765,             0.75056,             0.79793,              0.4294,            0.045106,            0.016772,            0.028147,           0.0027306,           0.0027306,           0.0027306
                 259,            0.012993,              0.0104,          0.00089721,             0.75901,             0.76305,             0.80248,             0.44043,            0.044786,            0.016851,            0.029676,           0.0027023,           0.0027023,           0.0027023
                 260,            0.013482,            0.010031,           0.0008223,              0.7982,             0.72025,             0.80047,             0.42763,            0.044927,            0.016939,            0.029474,            0.002674,            0.002674,            0.002674
                 261,            0.012984,             0.01034,          0.00071751,             0.79197,             0.74496,              0.7926,             0.43986,            0.044921,             0.01666,            0.028344,           0.0026457,           0.0026457,           0.0026457
                 262,             0.01312,           0.0098153,          0.00083675,             0.79363,             0.74456,             0.79386,             0.44407,            0.044704,            0.016396,            0.027198,           0.0026174,           0.0026174,           0.0026174
                 263,            0.013342,             0.00992,           0.0012677,             0.82332,               0.729,             0.79859,             0.45384,            0.044868,            0.016264,            0.025835,           0.0025891,           0.0025891,           0.0025891
                 264,             0.01341,           0.0090002,           0.0013586,             0.79981,             0.75076,             0.79971,             0.43937,            0.045711,            0.016098,            0.026202,           0.0025609,           0.0025609,           0.0025609
                 265,               0.013,            0.010224,          0.00083151,             0.79214,             0.74412,             0.79899,             0.42951,            0.045582,            0.016185,            0.026266,           0.0025326,           0.0025326,           0.0025326
                 266,            0.012534,           0.0092433,          0.00085824,              0.8271,             0.71742,             0.80621,             0.43536,            0.044897,            0.016165,            0.028302,           0.0025043,           0.0025043,           0.0025043
                 267,            0.012364,           0.0089194,          0.00086565,              0.8046,             0.74618,             0.81332,             0.43081,             0.04402,            0.015861,            0.028855,            0.002476,            0.002476,            0.002476
                 268,            0.012892,           0.0098665,          0.00086204,             0.76765,              0.7705,             0.80392,             0.43102,            0.044631,            0.016293,             0.02646,           0.0024477,           0.0024477,           0.0024477
                 269,             0.01311,            0.010676,           0.0008695,             0.84912,             0.73274,             0.80121,             0.42081,            0.044589,            0.016494,            0.028013,           0.0024194,           0.0024194,           0.0024194
                 270,            0.012436,           0.0097388,          0.00048023,             0.86264,             0.71299,             0.79825,             0.41921,            0.044429,            0.016731,             0.02936,           0.0023911,           0.0023911,           0.0023911
                 271,            0.012785,           0.0097562,          0.00061053,             0.87058,             0.70855,             0.80248,             0.42157,             0.04499,            0.016882,            0.028211,           0.0023629,           0.0023629,           0.0023629
                 272,            0.012751,            0.010026,          0.00081204,             0.85719,              0.7002,              0.7956,             0.42743,            0.045602,            0.016792,            0.026951,           0.0023346,           0.0023346,           0.0023346
                 273,            0.012885,            0.008471,            0.001523,             0.87498,             0.70566,              0.8129,             0.42797,            0.045615,            0.016702,            0.026134,           0.0023063,           0.0023063,           0.0023063
                 274,            0.011807,           0.0095612,          0.00058796,             0.85506,             0.71607,             0.80292,             0.42653,            0.045138,            0.016838,            0.027545,            0.002278,            0.002278,            0.002278
                 275,             0.01181,           0.0089008,          0.00076687,             0.84315,             0.72484,             0.80404,             0.42395,            0.044586,            0.016962,            0.028697,           0.0022497,           0.0022497,           0.0022497
                 276,            0.011845,           0.0093212,           0.0009292,             0.78286,             0.77349,             0.80766,              0.4224,            0.043764,            0.016898,            0.028373,           0.0022214,           0.0022214,           0.0022214
                 277,            0.012421,           0.0094106,          0.00070548,             0.84934,             0.72025,             0.80833,             0.42109,            0.043344,             0.01673,            0.027637,           0.0021931,           0.0021931,           0.0021931
                 278,            0.012195,           0.0095784,          0.00058086,             0.86327,             0.73242,             0.81782,             0.42538,            0.043239,            0.016707,             0.02864,           0.0021649,           0.0021649,           0.0021649
                 279,            0.012437,           0.0093549,          0.00063658,             0.87373,             0.71569,             0.80248,             0.41364,            0.044183,            0.016788,             0.02838,           0.0021366,           0.0021366,           0.0021366
                 280,            0.012581,           0.0097877,           0.0010083,             0.88874,             0.71513,             0.80298,               0.421,            0.044318,            0.017051,            0.027506,           0.0021083,           0.0021083,           0.0021083
                 281,            0.012262,           0.0090995,          0.00084298,             0.87395,             0.72185,              0.8051,             0.41829,            0.044709,            0.017372,             0.02738,             0.00208,             0.00208,             0.00208
                 282,            0.011587,           0.0090147,          0.00089396,             0.81624,             0.74741,             0.79069,             0.41423,            0.044889,            0.017492,            0.027754,           0.0020517,           0.0020517,           0.0020517
                 283,            0.011893,           0.0091579,          0.00051812,             0.80675,             0.75023,             0.80715,             0.42181,            0.044498,            0.017195,            0.027797,           0.0020234,           0.0020234,           0.0020234
                 284,             0.01192,            0.009607,          0.00064016,             0.79013,             0.77892,             0.80741,             0.42214,            0.044589,            0.017061,            0.028413,           0.0019951,           0.0019951,           0.0019951
                 285,            0.011574,           0.0089301,           0.0011613,             0.79903,             0.75674,             0.80806,             0.41915,              0.0445,            0.016926,            0.029927,           0.0019669,           0.0019669,           0.0019669
                 286,            0.011742,           0.0090393,          0.00066589,             0.76909,             0.78506,             0.80232,             0.41509,            0.044199,            0.017031,            0.029512,           0.0019386,           0.0019386,           0.0019386
                 287,            0.012133,           0.0093293,          0.00067803,             0.78534,             0.77614,             0.79512,             0.42299,            0.043816,              0.0168,            0.027613,           0.0019103,           0.0019103,           0.0019103
                 288,            0.012056,           0.0098174,          0.00056897,             0.76884,             0.79103,             0.80215,              0.4235,            0.044075,            0.016737,            0.027906,            0.001882,            0.001882,            0.001882
                 289,            0.011879,            0.008705,          0.00063716,             0.80514,             0.77855,              0.8069,             0.42277,            0.044289,            0.016813,            0.028268,           0.0018537,           0.0018537,           0.0018537
                 290,            0.011273,           0.0086315,          0.00062478,             0.83893,             0.74266,             0.81101,             0.42303,            0.044546,            0.016931,            0.026991,           0.0018254,           0.0018254,           0.0018254
                 291,            0.011653,           0.0088958,          0.00039365,             0.83427,              0.7439,             0.81015,             0.42335,            0.044335,            0.017077,             0.02611,           0.0017971,           0.0017971,           0.0017971
                 292,            0.011246,           0.0092617,          0.00055819,              0.7837,             0.79081,             0.80393,             0.42165,            0.043873,            0.017227,            0.025084,           0.0017689,           0.0017689,           0.0017689
                 293,            0.011689,             0.00873,          0.00058825,             0.80725,             0.78864,              0.8117,             0.42452,            0.043704,            0.017127,            0.025088,           0.0017406,           0.0017406,           0.0017406
                 294,            0.011304,           0.0088736,           0.0005383,             0.81196,             0.79406,             0.80886,             0.42732,            0.043627,            0.017011,            0.025181,           0.0017123,           0.0017123,           0.0017123
                 295,             0.01131,           0.0094568,           0.0005299,             0.81614,             0.78267,             0.81209,              0.4299,            0.043697,            0.016947,            0.025962,            0.001684,            0.001684,            0.001684
                 296,            0.011155,           0.0088989,           0.0007214,             0.83993,             0.74159,              0.8038,             0.43715,            0.043623,            0.016936,            0.026888,           0.0016557,           0.0016557,           0.0016557
                 297,            0.011193,              0.0079,          0.00044961,             0.84899,             0.71768,             0.79573,              0.4358,            0.043624,            0.017169,              0.0271,           0.0016274,           0.0016274,           0.0016274
                 298,            0.011659,           0.0092351,          0.00059706,             0.78666,              0.7783,             0.80148,             0.43062,            0.043398,            0.017219,             0.02726,           0.0015991,           0.0015991,           0.0015991
                 299,            0.011737,           0.0088281,          0.00061295,             0.79971,             0.78653,             0.80111,             0.43092,            0.043798,            0.017259,            0.027655,           0.0015709,           0.0015709,           0.0015709
                 300,            0.011078,           0.0091447,          0.00049217,             0.78269,             0.79832,             0.81039,             0.43269,            0.044139,            0.017002,            0.026611,           0.0015426,           0.0015426,           0.0015426
                 301,            0.010818,           0.0080155,          0.00050935,             0.76941,             0.79481,             0.81298,             0.43744,            0.044077,             0.01707,            0.026365,           0.0015143,           0.0015143,           0.0015143
                 302,            0.011072,           0.0087022,          0.00038288,             0.77977,             0.79965,              0.8124,             0.43779,            0.044376,            0.017339,            0.026257,            0.001486,            0.001486,            0.001486
                 303,            0.010972,           0.0085653,          0.00054728,             0.77133,             0.78077,             0.79846,             0.42981,             0.04444,            0.017359,            0.026278,           0.0014577,           0.0014577,           0.0014577
                 304,            0.010456,           0.0079311,          0.00042944,             0.74584,             0.79856,             0.80485,             0.43278,            0.044248,            0.017211,               0.027,           0.0014294,           0.0014294,           0.0014294
                 305,            0.011657,           0.0083422,          0.00042276,             0.80196,             0.73839,             0.81256,             0.43249,            0.044334,            0.017293,            0.027413,           0.0014011,           0.0014011,           0.0014011
                 306,            0.010474,           0.0091432,          0.00045813,             0.77956,             0.74757,             0.80091,              0.4299,            0.044849,            0.017357,            0.027189,           0.0013729,           0.0013729,           0.0013729
                 307,            0.011358,           0.0083856,           0.0004533,             0.75285,             0.78813,             0.81277,             0.43584,            0.044496,            0.017328,            0.027004,           0.0013446,           0.0013446,           0.0013446
                 308,            0.011131,           0.0085751,          0.00040255,             0.76505,             0.78133,             0.81393,             0.43168,            0.044926,            0.017248,             0.02793,           0.0013163,           0.0013163,           0.0013163
                 309,            0.010854,            0.008425,          0.00071018,             0.79944,             0.74458,             0.81492,             0.43272,            0.044708,            0.017298,            0.028225,            0.001288,            0.001288,            0.001288
                 310,            0.011349,           0.0078563,          0.00046529,             0.85244,             0.70489,             0.80827,             0.43417,            0.045056,            0.017453,            0.027586,           0.0012597,           0.0012597,           0.0012597
                 311,            0.010969,           0.0086377,          0.00055419,              0.8493,             0.71263,             0.79999,             0.42265,            0.045181,            0.017559,            0.027602,           0.0012314,           0.0012314,           0.0012314
                 312,            0.010104,           0.0092577,          0.00026481,             0.85161,             0.71407,             0.79989,              0.4181,            0.045129,            0.017407,            0.028758,           0.0012031,           0.0012031,           0.0012031
                 313,            0.010871,           0.0085941,          0.00065534,             0.85111,             0.71691,             0.79834,             0.41635,            0.045355,            0.017567,            0.028839,           0.0011749,           0.0011749,           0.0011749
                 314,            0.010474,           0.0074828,          0.00030837,             0.88797,             0.70397,             0.79083,             0.41636,            0.045234,            0.017701,            0.028013,           0.0011466,           0.0011466,           0.0011466
                 315,            0.010388,           0.0088282,          0.00061515,             0.86832,             0.70649,             0.78656,             0.41045,            0.044944,            0.017748,            0.029443,           0.0011183,           0.0011183,           0.0011183
                 316,            0.010893,           0.0081986,          0.00052431,             0.86099,             0.70215,             0.79205,             0.41392,            0.044956,            0.017669,            0.029506,             0.00109,             0.00109,             0.00109
                 317,            0.010444,           0.0080046,          0.00047476,             0.86457,             0.71469,             0.81387,             0.43151,             0.04489,            0.017459,            0.027885,           0.0010617,           0.0010617,           0.0010617
